Date,Open,High,Low,Close,Volume
1988-11-22,1383.3,1383.3,1383.3,1383.3,0
1988-11-23,1404.5,1404.5,1404.5,1404.5,0
1988-11-24,1432.6,1432.6,1432.6,1432.6,0
1988-11-25,1437,1437,1437,1437,0
1988-11-28,1424.2,1424.2,1424.2,1424.2,0
1988-11-29,1428.8,1428.8,1428.8,1428.8,0
1988-11-30,1428,1428,1428,1428,0
1988-12-01,1420.5,1420.5,1420.5,1420.5,0
1988-12-02,1417.4,1417.4,1417.4,1417.4,0
1988-12-05,1411,1411,1411,1411,0
1988-12-06,1421,1421,1421,1421,0
1988-12-07,1422.3,1422.3,1422.3,1422.3,0
1988-12-08,1422.9,1422.9,1422.9,1422.9,0
1988-12-09,1422.8,1422.8,1422.8,1422.8,0
1988-12-12,1426.1,1426.1,1426.1,1426.1,0
1988-12-13,1416.8,1416.8,1416.8,1416.8,0
1988-12-14,1406.6,1406.6,1406.6,1406.6,0
1988-12-15,1393.4,1393.4,1393.4,1393.4,0
1988-12-16,1395.5,1395.5,1395.5,1395.5,0
1988-12-19,1392.4,1392.4,1392.4,1392.4,0
1988-12-20,1403.9,1403.9,1403.9,1403.9,0
1988-12-21,1403.8,1403.8,1403.8,1403.8,0
1988-12-22,1403.1,1403.1,1403.1,1403.1,0
1988-12-23,1406.4,1406.4,1406.4,1406.4,0
1988-12-27,1413.5,1413.5,1413.5,1413.5,0
1988-12-28,1425.3,1425.3,1425.3,1425.3,0
1988-12-29,1435.4,1435.4,1435.4,1435.4,0
1989-01-03,1466.2,1466.2,1466.2,1466.2,0
1989-01-04,1471.2,1471.2,1471.2,1471.2,0
1989-01-05,1488.1,1488.1,1488.1,1488.1,0
1989-01-06,1487.3,1487.3,1487.3,1487.3,0
1989-01-09,1493.5,1493.5,1493.5,1493.5,0
1989-01-10,1490.8,1490.8,1490.8,1490.8,0
1989-01-11,1488.6,1488.6,1488.6,1488.6,0
1989-01-12,1499.9,1499.9,1499.9,1499.9,0
1989-01-13,1505.1,1505.1,1505.1,1505.1,0
1989-01-16,1505.3,1505.3,1505.3,1505.3,0
1989-01-17,1486.5,1486.5,1486.5,1486.5,0
1989-01-18,1485.7,1485.7,1485.7,1485.7,0
1989-01-19,1481.1,1481.1,1481.1,1481.1,0
1989-01-20,1476.5,1476.5,1476.5,1476.5,0
1989-01-23,1482,1482,1482,1482,0
1989-01-24,1488.7,1488.7,1488.7,1488.7,0
1989-01-25,1502.3,1502.3,1502.3,1502.3,0
1989-01-26,1500.7,1500.7,1500.7,1500.7,0
1989-01-27,1499.8,1499.8,1499.8,1499.8,0
1989-01-30,1498.3,1498.3,1498.3,1498.3,0
1989-01-31,1490.5,1490.5,1490.5,1490.5,0
1989-02-01,1482.3,1482.3,1482.3,1482.3,0
1989-02-02,1474.1,1474.1,1474.1,1474.1,0
1989-02-03,1479.6,1479.6,1479.6,1479.6,0
1989-02-06,1484.9,1484.9,1484.9,1484.9,0
1989-02-07,1483.9,1483.9,1483.9,1483.9,0
1989-02-08,1493.2,1493.2,1493.2,1493.2,0
1989-02-09,1489.9,1489.9,1489.9,1489.9,0
1989-02-10,1489.7,1489.7,1489.7,1489.7,0
1989-02-13,1481.2,1481.2,1481.2,1481.2,0
1989-02-14,1478.4,1478.4,1478.4,1478.4,0
1989-02-15,1481.3,1481.3,1481.3,1481.3,0
1989-02-16,1490.5,1490.5,1490.5,1490.5,0
1989-02-17,1489.4,1489.4,1489.4,1489.4,0
1989-02-20,1490.9,1490.9,1490.9,1490.9,0
1989-02-21,1490.2,1490.2,1490.2,1490.2,0
1989-02-22,1487.7,1487.7,1487.7,1487.7,0
1989-02-23,1467.2,1467.2,1467.2,1467.2,0
1989-02-24,1468.1,1468.1,1468.1,1468.1,0
1989-02-27,1433.6,1433.6,1433.6,1433.6,0
1989-02-28,1450.1,1450.1,1450.1,1450.1,0
1989-03-01,1460.8,1460.8,1460.8,1460.8,0
1989-03-02,1464.3,1464.3,1464.3,1464.3,0
1989-03-03,1487.7,1487.7,1487.7,1487.7,0
1989-03-06,1514.9,1514.9,1514.9,1514.9,0
1989-03-07,1511.6,1511.6,1511.6,1511.6,0
1989-03-08,1501.2,1501.2,1501.2,1501.2,0
1989-03-09,1503.2,1503.2,1503.2,1503.2,0
1989-03-10,1502.9,1502.9,1502.9,1502.9,0
1989-03-13,1497.6,1497.6,1497.6,1497.6,0
1989-03-14,1505.6,1505.6,1505.6,1505.6,0
1989-03-15,1509.1,1509.1,1509.1,1509.1,0
1989-03-16,1511.9,1511.9,1511.9,1511.9,0
1989-03-17,1512.3,1512.3,1512.3,1512.3,0
1989-03-20,1494.9,1494.9,1494.9,1494.9,0
1989-03-21,1500.4,1500.4,1500.4,1500.4,0
1989-03-22,1505.5,1505.5,1505.5,1505.5,0
1989-03-23,1506.3,1506.3,1506.3,1506.3,0
1989-03-28,1515,1515,1515,1515,0
1989-03-29,1524.8,1524.8,1524.8,1524.8,0
1989-03-30,1520.5,1520.5,1520.5,1520.5,0
1989-03-31,1527.7,1527.7,1527.7,1527.7,0
1989-04-03,1545.5,1545.5,1545.5,1545.5,0
1989-04-04,1548.5,1548.5,1548.5,1548.5,0
1989-04-05,1558.1,1558.1,1558.1,1558.1,0
1989-04-06,1570.9,1570.9,1570.9,1570.9,0
1989-04-07,1569.5,1569.5,1569.5,1569.5,0
1989-04-10,1584.8,1584.8,1584.8,1584.8,0
1989-04-11,1588.5,1588.5,1588.5,1588.5,0
1989-04-12,1582.2,1582.2,1582.2,1582.2,0
1989-04-13,1587.9,1587.9,1587.9,1587.9,0
1989-04-14,1576.5,1576.5,1576.5,1576.5,0
1989-04-18,1574,1574,1574,1574,0
1989-04-19,1565.4,1565.4,1565.4,1565.4,0
1989-04-20,1555,1555,1555,1555,0
1989-04-21,1544.8,1544.8,1544.8,1544.8,0
1989-04-24,1541.8,1541.8,1541.8,1541.8,0
1989-04-25,1538.1,1538.1,1538.1,1538.1,0
1989-04-26,1542.6,1542.6,1542.6,1542.6,0
1989-04-27,1553.3,1553.3,1553.3,1553.3,0
1989-04-28,1576.9,1576.9,1576.9,1576.9,0
1989-05-02,1561.2,1561.2,1561.2,1561.2,0
1989-05-05,1554.6,1554.6,1554.6,1554.6,0
1989-05-08,1548.4,1548.4,1548.4,1548.4,0
1989-05-09,1537.8,1537.8,1537.8,1537.8,0
1989-05-10,1533.8,1533.8,1533.8,1533.8,0
1989-05-11,1528.7,1528.7,1528.7,1528.7,0
1989-05-12,1531,1531,1531,1531,0
1989-05-16,1527.9,1527.9,1527.9,1527.9,0
1989-05-17,1515.3,1515.3,1515.3,1515.3,0
1989-05-18,1519.4,1519.4,1519.4,1519.4,0
1989-05-19,1519.8,1519.8,1519.8,1519.8,0
1989-05-22,1526.7,1526.7,1526.7,1526.7,0
1989-05-23,1520.1,1520.1,1520.1,1520.1,0
1989-05-24,1503.2,1503.2,1503.2,1503.2,0
1989-05-25,1500.5,1500.5,1500.5,1500.5,0
1989-05-26,1494.2,1494.2,1494.2,1494.2,0
1989-05-29,1499.2,1499.2,1499.2,1499.2,0
1989-05-30,1517.4,1517.4,1517.4,1517.4,0
1989-05-31,1519.8,1519.8,1519.8,1519.8,0
1989-06-01,1539.3,1539.3,1539.3,1539.3,0
1989-06-02,1570.7,1570.7,1570.7,1570.7,0
1989-06-05,1580.9,1580.9,1580.9,1580.9,0
1989-06-06,1579.7,1579.7,1579.7,1579.7,0
1989-06-07,1603.5,1603.5,1603.5,1603.5,0
1989-06-08,1613.1,1613.1,1613.1,1613.1,0
1989-06-09,1628.5,1628.5,1628.5,1628.5,0
1989-06-12,1620,1620,1620,1620,0
1989-06-13,1612,1612,1612,1612,0
1989-06-14,1615.1,1615.1,1615.1,1615.1,0
1989-06-15,1620,1620,1620,1620,0
1989-06-16,1625,1625,1625,1625,0
1989-06-19,1629.1,1629.1,1629.1,1629.1,0
1989-06-20,1634.1,1634.1,1634.1,1634.1,0
1989-06-21,1645.4,1645.4,1645.4,1645.4,0
1989-06-22,1647.3,1647.3,1647.3,1647.3,0
1989-06-23,1662.5,1662.5,1662.5,1662.5,0
1989-06-26,1687.7,1687.7,1687.7,1687.7,0
1989-06-27,1646.6,1646.6,1646.6,1646.6,0
1989-06-28,1663.3,1663.3,1663.3,1663.3,0
1989-06-29,1652.6,1652.6,1652.6,1652.6,0
1989-06-30,1638.9,1638.9,1638.9,1638.9,0
1989-07-03,1653.1,1653.1,1653.1,1653.1,0
1989-07-04,1666.7,1666.7,1666.7,1666.7,0
1989-07-05,1681.8,1681.8,1681.8,1681.8,0
1989-07-06,1675.2,1675.2,1675.2,1675.2,0
1989-07-07,1687.7,1687.7,1687.7,1687.7,0
1989-07-10,1689.5,1689.5,1689.5,1689.5,0
1989-07-11,1701.4,1701.4,1701.4,1701.4,0
1989-07-12,1711.9,1711.9,1711.9,1711.9,0
1989-07-13,1705.7,1705.7,1705.7,1705.7,0
1989-07-14,1709.1,1709.1,1709.1,1709.1,0
1989-07-17,1718,1718,1718,1718,0
1989-07-18,1723.8,1723.8,1723.8,1723.8,0
1989-07-19,1731.8,1731.8,1731.8,1731.8,0
1989-07-20,1736.5,1736.5,1736.5,1736.5,0
1989-07-21,1747.5,1747.5,1747.5,1747.5,0
1989-07-24,1764.3,1764.3,1764.3,1764.3,0
1989-07-25,1756.2,1756.2,1756.2,1756.2,0
1989-07-26,1773.7,1773.7,1773.7,1773.7,0
1989-07-27,1786.9,1786.9,1786.9,1786.9,0
1989-07-28,1798.7,1798.7,1798.7,1798.7,0
1989-07-31,1795.4,1795.4,1795.4,1795.4,0
1989-08-02,1802.2,1802.2,1802.2,1802.2,0
1989-08-03,1817.4,1817.4,1817.4,1817.4,0
1989-08-04,1816.6,1816.6,1816.6,1816.6,0
1989-08-07,1829.4,1829.4,1829.4,1829.4,0
1989-08-08,1843.3,1843.3,1843.3,1843.3,0
1989-08-09,1875.8,1875.8,1875.8,1875.8,0
1989-08-10,1864.1,1864.1,1864.1,1864.1,0
1989-08-11,1872.9,1872.9,1872.9,1872.9,0
1989-08-14,1849.4,1849.4,1849.4,1849.4,0
1989-08-15,1828.9,1828.9,1828.9,1828.9,0
1989-08-16,1848.3,1848.3,1848.3,1848.3,0
1989-08-17,1849.5,1849.5,1849.5,1849.5,0
1989-08-18,1847.4,1847.4,1847.4,1847.4,0
1989-08-21,1852.5,1852.5,1852.5,1852.5,0
1989-08-22,1865.7,1865.7,1865.7,1865.7,0
1989-08-23,1891.6,1891.6,1891.6,1891.6,0
1989-08-24,1895.8,1895.8,1895.8,1895.8,0
1989-08-25,1904.8,1904.8,1904.8,1904.8,0
1989-08-28,1910.2,1910.2,1910.2,1910.2,0
1989-08-29,1897.9,1897.9,1897.9,1897.9,0
1989-08-30,1859.7,1859.7,1859.7,1859.7,0
1989-08-31,1880.1,1880.1,1880.1,1880.1,0
1989-09-01,1876.9,1876.9,1876.9,1876.9,0
1989-09-04,1892.9,1892.9,1892.9,1892.9,0
1989-09-05,1897.9,1897.9,1897.9,1897.9,0
1989-09-06,1901.2,1901.2,1901.2,1901.2,0
1989-09-07,1892.3,1892.3,1892.3,1892.3,0
1989-09-08,1883.4,1883.4,1883.4,1883.4,0
1989-09-11,1876.3,1876.3,1876.3,1876.3,0
1989-09-12,1851.3,1851.3,1851.3,1851.3,0
1989-09-13,1830.4,1830.4,1830.4,1830.4,0
1989-09-14,1816,1816,1816,1816,0
1989-09-15,1822,1822,1822,1822,0
1989-09-18,1835.6,1835.6,1835.6,1835.6,0
1989-09-19,1857.1,1857.1,1857.1,1857.1,0
1989-09-20,1853.3,1853.3,1853.3,1853.3,0
1989-09-21,1845.9,1845.9,1845.9,1845.9,0
1989-09-22,1845.4,1845.4,1845.4,1845.4,0
1989-09-25,1844.5,1844.5,1844.5,1844.5,0
1989-09-26,1821.1,1821.1,1821.1,1821.1,0
1989-09-27,1791.1,1791.1,1791.1,1791.1,0
1989-09-28,1804.9,1804.9,1804.9,1804.9,0
1989-09-29,1796.8,1796.8,1796.8,1796.8,0
1989-10-02,1774.9,1774.9,1774.9,1774.9,0
1989-10-03,1785.6,1785.6,1785.6,1785.6,0
1989-10-04,1806.3,1806.3,1806.3,1806.3,0
1989-10-05,1828.9,1828.9,1828.9,1828.9,0
1989-10-06,1841.7,1841.7,1841.7,1841.7,0
1989-10-09,1844.2,1844.2,1844.2,1844.2,0
1989-10-10,1835.8,1835.8,1835.8,1835.8,0
1989-10-11,1815.6,1815.6,1815.6,1815.6,0
1989-10-12,1818.8,1818.8,1818.8,1818.8,0
1989-10-13,1814.2,1814.2,1814.2,1814.2,0
1989-10-16,1623.4,1623.4,1623.4,1623.4,0
1989-10-17,1705.4,1705.4,1705.4,1705.4,0
1989-10-18,1714.4,1714.4,1714.4,1714.4,0
1989-10-19,1764.2,1764.2,1764.2,1764.2,0
1989-10-20,1751.1,1751.1,1751.1,1751.1,0
1989-10-23,1743,1743,1743,1743,0
1989-10-24,1713.9,1713.9,1713.9,1713.9,0
1989-10-25,1687.5,1687.5,1687.5,1687.5,0
1989-10-26,1701.8,1701.8,1701.8,1701.8,0
1989-10-27,1680.6,1680.6,1680.6,1680.6,0
1989-10-30,1688.9,1688.9,1688.9,1688.9,0
1989-10-31,1695.5,1695.5,1695.5,1695.5,0
1989-11-01,1686,1686,1686,1686,0
1989-11-02,1673.5,1673.5,1673.5,1673.5,0
1989-11-03,1658.5,1658.5,1658.5,1658.5,0
1989-11-06,1658.6,1658.6,1658.6,1658.6,0
1989-11-07,1650,1650,1650,1650,0
1989-11-08,1687,1687,1687,1687,0
1989-11-09,1689.4,1689.4,1689.4,1689.4,0
1989-11-10,1707.3,1707.3,1707.3,1707.3,0
1989-11-13,1703.9,1703.9,1703.9,1703.9,0
1989-11-14,1681.2,1681.2,1681.2,1681.2,0
1989-11-15,1678.2,1678.2,1678.2,1678.2,0
1989-11-16,1687.8,1687.8,1687.8,1687.8,0
1989-11-17,1698.6,1698.6,1698.6,1698.6,0
1989-11-20,1706.7,1706.7,1706.7,1706.7,0
1989-11-21,1698.3,1698.3,1698.3,1698.3,0
1989-11-22,1706.8,1706.8,1706.8,1706.8,0
1989-11-23,1728.9,1728.9,1728.9,1728.9,0
1989-11-24,1753.3,1753.3,1753.3,1753.3,0
1989-11-27,1752.3,1752.3,1752.3,1752.3,0
1989-11-28,1752.6,1752.6,1752.6,1752.6,0
1989-11-29,1768.9,1768.9,1768.9,1768.9,0
1989-11-30,1779.1,1779.1,1779.1,1779.1,0
1989-12-01,1792.9,1792.9,1792.9,1792.9,0
1989-12-04,1789.3,1789.3,1789.3,1789.3,0
1989-12-05,1786.4,1786.4,1786.4,1786.4,0
1989-12-06,1782.1,1782.1,1782.1,1782.1,0
1989-12-07,1791,1791,1791,1791,0
1989-12-08,1783.1,1783.1,1783.1,1783.1,0
1989-12-11,1783.3,1783.3,1783.3,1783.3,0
1989-12-12,1774.2,1774.2,1774.2,1774.2,0
1989-12-13,1751.9,1751.9,1751.9,1751.9,0
1989-12-14,1743.3,1743.3,1743.3,1743.3,0
1989-12-15,1735.8,1735.8,1735.8,1735.8,0
1989-12-18,1714,1714,1714,1714,0
1989-12-19,1728.1,1728.1,1728.1,1728.1,0
1989-12-20,1739.6,1739.6,1739.6,1739.6,0
1989-12-21,1748.9,1748.9,1748.9,1748.9,0
1989-12-22,1748.4,1748.4,1748.4,1748.4,0
1989-12-27,1759.3,1759.3,1759.3,1759.3,0
1989-12-28,1778.1,1778.1,1778.1,1778.1,0
1990-01-03,1824,1824,1824,1824,0
1990-01-04,1824.5,1824.5,1824.5,1824.5,0
1990-01-05,1801.8,1801.8,1801.8,1801.8,0
1990-01-08,1800.3,1800.3,1800.3,1800.3,0
1990-01-09,1806.8,1806.8,1806.8,1806.8,0
1990-01-10,1804.3,1804.3,1804.3,1804.3,0
1990-01-11,1814.5,1814.5,1814.5,1814.5,0
1990-01-12,1801.7,1801.7,1801.7,1801.7,0
1990-01-15,1781.3,1781.3,1781.3,1781.3,0
1990-01-16,1750.7,1750.7,1750.7,1750.7,0
1990-01-17,1761.5,1761.5,1761.5,1761.5,0
1990-01-18,1739.9,1739.9,1739.9,1739.9,0
1990-01-19,1752.5,1752.5,1752.5,1752.5,0
1990-01-22,1753.6,1753.6,1753.6,1753.6,0
1990-01-23,1745.1,1745.1,1745.1,1745.1,0
1990-01-24,1703.9,1703.9,1703.9,1703.9,0
1990-01-25,1710.2,1710.2,1710.2,1710.2,0
1990-01-26,1701.4,1701.4,1701.4,1701.4,0
1990-01-29,1714.1,1714.1,1714.1,1714.1,0
1990-01-30,1714,1714,1714,1714,0
1990-01-31,1715.9,1715.9,1715.9,1715.9,0
1990-02-01,1726.2,1726.2,1726.2,1726.2,0
1990-02-02,1769.8,1769.8,1769.8,1769.8,0
1990-02-06,1770.6,1770.6,1770.6,1770.6,0
1990-02-07,1752,1752,1752,1752,0
1990-02-08,1772.2,1772.2,1772.2,1772.2,0
1990-02-09,1764.7,1764.7,1764.7,1764.7,0
1990-02-12,1751.3,1751.3,1751.3,1751.3,0
1990-02-13,1746.8,1746.8,1746.8,1746.8,0
1990-02-14,1746.4,1746.4,1746.4,1746.4,0
1990-02-15,1757.3,1757.3,1757.3,1757.3,0
1990-02-16,1769.3,1769.3,1769.3,1769.3,0
1990-02-19,1763.4,1763.4,1763.4,1763.4,0
1990-02-20,1740.5,1740.5,1740.5,1740.5,0
1990-02-21,1716.9,1716.9,1716.9,1716.9,0
1990-02-22,1724.5,1724.5,1724.5,1724.5,0
1990-02-23,1698.9,1698.9,1698.9,1698.9,0
1990-02-26,1681.3,1681.3,1681.3,1681.3,0
1990-02-27,1705.9,1705.9,1705.9,1705.9,0
1990-02-28,1692.3,1692.3,1692.3,1692.3,0
1990-03-01,1674.3,1674.3,1674.3,1674.3,0
1990-03-02,1690.6,1690.6,1690.6,1690.6,0
1990-03-05,1695.5,1695.5,1695.5,1695.5,0
1990-03-06,1688.2,1688.2,1688.2,1688.2,0
1990-03-07,1704.1,1704.1,1704.1,1704.1,0
1990-03-08,1713.6,1713.6,1713.6,1713.6,0
1990-03-09,1708.1,1708.1,1708.1,1708.1,0
1990-03-12,1696.5,1696.5,1696.5,1696.5,0
1990-03-13,1690.9,1690.9,1690.9,1690.9,0
1990-03-14,1684.5,1684.5,1684.5,1684.5,0
1990-03-15,1690.5,1690.5,1690.5,1690.5,0
1990-03-16,1692.6,1692.6,1692.6,1692.6,0
1990-03-19,1678.3,1678.3,1678.3,1678.3,0
1990-03-20,1668.7,1668.7,1668.7,1668.7,0
1990-03-21,1666.7,1666.7,1666.7,1666.7,0
1990-03-22,1651.4,1651.4,1651.4,1651.4,0
1990-03-23,1642.6,1642.6,1642.6,1642.6,0
1990-03-26,1643.2,1643.2,1643.2,1643.2,0
1990-03-27,1620.8,1620.8,1620.8,1620.8,0
1990-03-28,1620.2,1620.2,1620.2,1620.2,0
1990-03-29,1639.4,1639.4,1639.4,1639.4,0
1990-03-30,1642.8,1642.8,1642.8,1642.8,0
1990-04-02,1609.3,1609.3,1609.3,1609.3,0
1990-04-03,1626.5,1626.5,1626.5,1626.5,0
1990-04-04,1629.9,1629.9,1629.9,1629.9,0
1990-04-05,1641.7,1641.7,1641.7,1641.7,0
1990-04-06,1655.5,1655.5,1655.5,1655.5,0
1990-04-09,1653.7,1653.7,1653.7,1653.7,0
1990-04-10,1641.8,1641.8,1641.8,1641.8,0
1990-04-11,1630.4,1630.4,1630.4,1630.4,0
1990-04-12,1637.1,1637.1,1637.1,1637.1,0
1990-04-17,1634.1,1634.1,1634.1,1634.1,0
1990-04-18,1629,1629,1629,1629,0
1990-04-19,1621.1,1621.1,1621.1,1621.1,0
1990-04-20,1619.6,1619.6,1619.6,1619.6,0
1990-04-24,1603.2,1603.2,1603.2,1603.2,0
1990-04-25,1599.9,1599.9,1599.9,1599.9,0
1990-04-26,1596.5,1596.5,1596.5,1596.5,0
1990-04-27,1586,1586,1586,1586,0
1990-04-30,1561.6,1561.6,1561.6,1561.6,0
1990-05-02,1572.5,1572.5,1572.5,1572.5,0
1990-05-03,1595.6,1595.6,1595.6,1595.6,0
1990-05-04,1614,1614,1614,1614,0
1990-05-07,1609.9,1609.9,1609.9,1609.9,0
1990-05-08,1603.3,1603.3,1603.3,1603.3,0
1990-05-09,1627.4,1627.4,1627.4,1627.4,0
1990-05-10,1687.3,1687.3,1687.3,1687.3,0
1990-05-11,1719.4,1719.4,1719.4,1719.4,0
1990-05-14,1708.8,1708.8,1708.8,1708.8,0
1990-05-15,1698.3,1698.3,1698.3,1698.3,0
1990-05-16,1696.1,1696.1,1696.1,1696.1,0
1990-05-17,1713.9,1713.9,1713.9,1713.9,0
1990-05-18,1716,1716,1716,1716,0
1990-05-21,1708.5,1708.5,1708.5,1708.5,0
1990-05-22,1721.9,1721.9,1721.9,1721.9,0
1990-05-23,1732.3,1732.3,1732.3,1732.3,0
1990-05-25,1731.7,1731.7,1731.7,1731.7,0
1990-05-28,1741.5,1741.5,1741.5,1741.5,0
1990-05-29,1778.8,1778.8,1778.8,1778.8,0
1990-05-30,1795.8,1795.8,1795.8,1795.8,0
1990-05-31,1779.8,1779.8,1779.8,1779.8,0
1990-06-01,1802,1802,1802,1802,0
1990-06-05,1815.3,1815.3,1815.3,1815.3,0
1990-06-06,1790.6,1790.6,1790.6,1790.6,0
1990-06-07,1785.2,1785.2,1785.2,1785.2,0
1990-06-08,1783.1,1783.1,1783.1,1783.1,0
1990-06-11,1767.9,1767.9,1767.9,1767.9,0
1990-06-12,1786.8,1786.8,1786.8,1786.8,0
1990-06-13,1797.7,1797.7,1797.7,1797.7,0
1990-06-15,1794.1,1794.1,1794.1,1794.1,0
1990-06-18,1780.1,1780.1,1780.1,1780.1,0
1990-06-19,1776.6,1776.6,1776.6,1776.6,0
1990-06-20,1777.8,1777.8,1777.8,1777.8,0
1990-06-21,1777.9,1777.9,1777.9,1777.9,0
1990-06-22,1795.8,1795.8,1795.8,1795.8,0
1990-06-25,1792.9,1792.9,1792.9,1792.9,0
1990-06-26,1792,1792,1792,1792,0
